time,x,y,z
7.672392,1.15966796875,0.244140625,0.91552734375
7.772074,0.9765625,0.30517578125,0.91552734375
7.83722,1.15966796875,0.1220703125,0.8544921875
7.903327,1.15966796875,0.0,0.8544921875
7.974665,1.03759765625,0.06103515625,0.9765625
8.040589,1.03759765625,0.244140625,0.9765625
8.106885,0.9765625,0.30517578125,0.91552734375
8.178399,1.15966796875,0.06103515625,1.03759765625
8.240583,1.03759765625,0.06103515625,0.91552734375
8.30508,0.9765625,0.18310546875,0.9765625
8.338949,1.15966796875,0.1220703125,0.91552734375
8.406061,1.0986328125,0.244140625,0.91552734375
8.474768,0.8544921875,0.18310546875,0.91552734375
8.543238,1.03759765625,0.1220703125,0.91552734375
8.61391,1.28173828125,-0.06103515625,1.0986328125
8.675406,1.03759765625,0.30517578125,1.03759765625
8.73623,1.03759765625,0.06103515625,1.03759765625
8.797742,1.03759765625,0.06103515625,0.9765625
8.860036,1.03759765625,0.1220703125,1.0986328125
8.923874,1.220703125,0.06103515625,0.8544921875
8.986902,1.03759765625,0.1220703125,1.03759765625
9.050607,1.03759765625,0.0,0.91552734375
9.117145,0.9765625,0.18310546875,0.9765625
9.183302,1.03759765625,0.18310546875,1.03759765625
9.249675,1.0986328125,0.244140625,0.8544921875
9.318843,1.0986328125,0.244140625,0.8544921875
9.389491,1.03759765625,0.244140625,0.91552734375
9.458263,1.0986328125,0.244140625,0.91552734375
9.528621,1.03759765625,0.1220703125,1.03759765625
9.597239,1.0986328125,0.18310546875,0.91552734375
9.666768,1.03759765625,0.244140625,0.91552734375
9.73659,0.9765625,0.18310546875,0.9765625
9.805625,0.91552734375,0.18310546875,0.91552734375
9.876722,1.15966796875,0.244140625,0.9765625
9.94751,0.91552734375,0.18310546875,0.9765625
10.007198,1.03759765625,0.244140625,0.9765625
10.068683,1.0986328125,0.18310546875,0.9765625
10.130739,1.03759765625,0.30517578125,0.9765625
10.193619,1.03759765625,0.1220703125,0.8544921875
10.255947,0.91552734375,0.30517578125,0.91552734375
10.318127,1.0986328125,0.30517578125,0.91552734375
10.380405,1.03759765625,0.18310546875,0.8544921875
10.442303,1.0986328125,-0.06103515625,1.0986328125
10.504013,1.03759765625,0.06103515625,0.91552734375
10.570475,1.0986328125,0.1220703125,0.79345703125
10.6359,1.03759765625,0.1220703125,0.9765625
10.700759,0.9765625,0.244140625,0.91552734375
10.76481,1.03759765625,0.244140625,0.9765625
10.82939,1.03759765625,0.18310546875,1.03759765625
10.894434,1.15966796875,0.1220703125,0.9765625
10.959545,0.91552734375,0.54931640625,0.9765625
11.024376,0.91552734375,0.30517578125,1.03759765625
11.091853,0.91552734375,0.244140625,0.8544921875
11.158247,0.91552734375,0.30517578125,0.91552734375
11.225618,1.15966796875,0.18310546875,0.91552734375
11.292526,0.9765625,0.30517578125,0.91552734375
11.360286,1.03759765625,0.30517578125,0.91552734375
11.427321,1.03759765625,0.30517578125,0.91552734375
11.494327,0.9765625,0.30517578125,0.9765625
11.561356,1.0986328125,0.1220703125,0.91552734375
11.630374,0.9765625,0.30517578125,0.8544921875
11.700674,0.91552734375,0.18310546875,0.8544921875
11.770336,1.03759765625,0.1220703125,1.03759765625
11.839628,1.03759765625,0.1220703125,0.91552734375
11.909386,1.0986328125,0.06103515625,0.9765625
11.978769,1.03759765625,0.244140625,0.91552734375
12.049436,1.15966796875,0.244140625,0.9765625
12.12073,1.03759765625,0.18310546875,0.91552734375
12.192715,1.03759765625,-0.06103515625,0.91552734375
12.255283,1.03759765625,0.18310546875,0.9765625
12.317129,1.03759765625,0.1220703125,0.8544921875
12.379975,1.0986328125,0.1220703125,0.8544921875
12.442391,1.03759765625,0.18310546875,1.03759765625
12.504608,1.0986328125,0.0,0.9765625
12.566784,1.03759765625,0.18310546875,0.9765625
12.628627,1.03759765625,0.244140625,0.9765625
12.690817,0.9765625,0.244140625,0.91552734375
12.753,0.9765625,0.3662109375,0.8544921875
12.816658,1.15966796875,0.244140625,0.9765625
12.879247,0.9765625,0.244140625,1.03759765625
12.941955,0.9765625,0.1220703125,1.03759765625
13.003863,0.9765625,0.42724609375,0.9765625
13.068126,1.03759765625,0.1220703125,0.91552734375
13.132822,1.03759765625,0.18310546875,0.8544921875
13.19716,1.220703125,0.06103515625,0.91552734375
13.262116,1.03759765625,0.1220703125,0.8544921875
13.32653,1.03759765625,0.1220703125,0.91552734375
13.391718,0.8544921875,0.244140625,0.9765625
13.456137,0.91552734375,0.30517578125,0.91552734375
13.52155,0.79345703125,0.3662109375,0.91552734375
13.585964,1.0986328125,0.06103515625,0.91552734375
13.651382,1.03759765625,0.18310546875,0.8544921875
13.716438,1.03759765625,0.06103515625,0.9765625
13.780777,1.03759765625,0.1220703125,0.8544921875
13.845173,1.03759765625,0.3662109375,0.91552734375
13.910001,1.03759765625,0.18310546875,1.03759765625
13.975165,0.91552734375,0.244140625,0.9765625
14.039295,1.03759765625,0.1220703125,0.8544921875
14.105398,1.03759765625,0.244140625,0.91552734375
14.172252,1.15966796875,0.1220703125,0.8544921875
14.240476,0.91552734375,0.1220703125,0.8544921875
14.307335,0.91552734375,0.244140625,1.0986328125
14.374918,1.220703125,0.244140625,0.91552734375
14.442309,1.0986328125,0.1220703125,0.9765625
14.509469,1.03759765625,0.18310546875,0.9765625
14.574178,1.03759765625,0.1220703125,0.8544921875
14.640835,1.03759765625,0.1220703125,1.0986328125
14.705593,1.03759765625,0.1220703125,1.0986328125
14.769749,1.03759765625,0.3662109375,0.9765625
14.834512,1.03759765625,0.0,0.91552734375
14.90001,0.9765625,0.1220703125,0.8544921875
14.965595,1.0986328125,0.18310546875,0.91552734375
15.030191,0.9765625,0.1220703125,0.9765625
15.09668,1.0986328125,0.1220703125,0.9765625
15.163145,0.9765625,0.1220703125,0.9765625
