time,x,y,z
9.762864,-0.0245361328125,-0.0335693359375,0.9881591796875
9.861487,-0.02392578125,-0.0343017578125,0.989501953125
9.931023,-0.024169921875,-0.0352783203125,0.989990234375
9.970181,-0.0250244140625,-0.0347900390625,0.98828125
10.044749,-0.025390625,-0.034912109375,0.98974609375
10.114777,-0.0263671875,-0.0347900390625,0.9891357421875
10.184635,-0.027099609375,-0.034423828125,0.988037109375
10.256609,-0.0263671875,-0.0341796875,0.989990234375
10.322492,-0.02392578125,-0.033447265625,0.9879150390625
10.390412,-0.023193359375,-0.0338134765625,0.9896240234375
10.457785,-0.02197265625,-0.0341796875,0.9915771484375
10.527758,-0.025146484375,-0.0340576171875,0.9876708984375
10.601892,-0.0245361328125,-0.03369140625,0.99267578125
10.681089,-0.02734375,-0.033935546875,0.9888916015625
10.748408,-0.0289306640625,-0.03271484375,0.9912109375
10.81477,-0.0277099609375,-0.0341796875,0.987060546875
10.883998,-0.025390625,-0.03515625,0.988525390625
10.95451,-0.0255126953125,-0.033447265625,0.9888916015625
11.024411,-0.0238037109375,-0.0347900390625,0.98876953125
11.096163,-0.0245361328125,-0.034423828125,0.9881591796875
11.169737,-0.02490234375,-0.0341796875,0.9874267578125
11.245603,-0.0255126953125,-0.03466796875,0.9874267578125
11.323855,-0.0252685546875,-0.0343017578125,0.9879150390625
11.400219,-0.0262451171875,-0.03369140625,0.9888916015625
11.480461,-0.0277099609375,-0.03271484375,0.986328125
11.557814,-0.02490234375,-0.0333251953125,0.9903564453125
11.634469,-0.0255126953125,-0.032470703125,0.9892578125
11.707462,-0.0244140625,-0.033935546875,0.9901123046875
11.781838,-0.02294921875,-0.0338134765625,0.9891357421875
11.856701,-0.024169921875,-0.0341796875,0.9884033203125
11.930952,-0.025146484375,-0.033203125,0.9891357421875
12.005554,-0.0260009765625,-0.033203125,0.9893798828125
12.084153,-0.0274658203125,-0.0345458984375,0.9884033203125
12.152115,-0.0269775390625,-0.0343017578125,0.989013671875
12.220827,-0.0255126953125,-0.034912109375,0.9886474609375
12.288488,-0.0240478515625,-0.0343017578125,0.9891357421875
12.356164,-0.0244140625,-0.0343017578125,0.9892578125
12.426077,-0.023681640625,-0.03369140625,0.9876708984375
12.495517,-0.02392578125,-0.03271484375,0.98876953125
12.5632,-0.025390625,-0.0330810546875,0.989501953125
12.633264,-0.025390625,-0.033203125,0.988525390625
12.705195,-0.0250244140625,-0.03369140625,0.9891357421875
12.778533,-0.0252685546875,-0.0343017578125,0.988525390625
12.850791,-0.0255126953125,-0.033935546875,0.9893798828125
12.923786,-0.0242919921875,-0.0341796875,0.989501953125
12.998613,-0.02392578125,-0.0338134765625,0.989013671875
13.07283,-0.02392578125,-0.0341796875,0.9892578125
13.14906,-0.0245361328125,-0.0335693359375,0.988525390625
13.227252,-0.0267333984375,-0.0333251953125,0.987548828125
13.301578,-0.0264892578125,-0.033935546875,0.988525390625
13.384753,-0.0260009765625,-0.033447265625,0.98779296875
13.459391,-0.025634765625,-0.03466796875,0.9896240234375
13.53314,-0.025146484375,-0.033447265625,0.9893798828125
13.608995,-0.0230712890625,-0.0345458984375,0.988525390625
13.684489,-0.0233154296875,-0.0343017578125,0.989501953125
13.759369,-0.0234375,-0.033447265625,0.988525390625
13.834196,-0.0257568359375,-0.03515625,0.98974609375
13.909957,-0.0260009765625,-0.033935546875,0.989013671875
13.98837,-0.02587890625,-0.0347900390625,0.9842529296875
14.063995,-0.0244140625,-0.034912109375,0.9886474609375
14.141483,-0.0267333984375,-0.032958984375,0.9884033203125
14.218919,-0.0245361328125,-0.034423828125,0.99072265625
14.296997,-0.0252685546875,-0.0341796875,0.99072265625
14.364627,-0.0228271484375,-0.0343017578125,0.9874267578125
14.433496,-0.0230712890625,-0.03466796875,0.9884033203125
14.500736,-0.0235595703125,-0.0340576171875,0.989013671875
14.571412,-0.0245361328125,-0.0340576171875,0.9864501953125
14.64366,-0.0267333984375,-0.032958984375,0.989013671875
14.715009,-0.0272216796875,-0.0338134765625,0.98779296875
14.785692,-0.0257568359375,-0.0335693359375,0.98681640625
14.85757,-0.024169921875,-0.0345458984375,0.9886474609375
14.927902,-0.024169921875,-0.034912109375,0.98876953125
14.998563,-0.024658203125,-0.03466796875,0.9888916015625
15.069776,-0.0244140625,-0.0355224609375,0.9896240234375
15.14595,-0.0260009765625,-0.0323486328125,0.988037109375
15.220632,-0.0255126953125,-0.03369140625,0.989501953125
15.294937,-0.0264892578125,-0.0340576171875,0.988525390625
15.366549,-0.0242919921875,-0.0350341796875,0.989013671875
15.438004,-0.024658203125,-0.0352783203125,0.989013671875
15.510139,-0.0250244140625,-0.0343017578125,0.9886474609375
15.580772,-0.025390625,-0.03369140625,0.98974609375
15.653926,-0.026123046875,-0.0333251953125,0.9888916015625
15.725087,-0.0247802734375,-0.034423828125,0.9884033203125
15.795759,-0.0247802734375,-0.0347900390625,0.98876953125
15.867246,-0.0238037109375,-0.0343017578125,0.989013671875
15.940864,-0.0244140625,-0.0335693359375,0.98876953125
16.011111,-0.0257568359375,-0.03271484375,0.98828125
16.084559,-0.0260009765625,-0.0338134765625,0.98876953125
16.158914,-0.0257568359375,-0.0338134765625,0.98876953125
16.232505,-0.02392578125,-0.03515625,0.9884033203125
16.306866,-0.024169921875,-0.03515625,0.9892578125
16.380106,-0.0250244140625,-0.03564453125,0.98876953125
16.453188,-0.026123046875,-0.0338134765625,0.9891357421875
